ID,APAAC1_A,APAAC1_C,APAAC1_D,APAAC1_E,APAAC1_F,APAAC1_G,APAAC1_H,APAAC1_I,APAAC1_K,APAAC1_L,APAAC1_M,APAAC1_N,APAAC1_P,APAAC1_Q,APAAC1_R,APAAC1_S,APAAC1_T,APAAC1_V,APAAC1_W,APAAC1_Y,APAAC1_HB_lam1,APAAC1_HL_lam1,APAAC1_SC_lam1
Seq_1880,34.6437,4.9491,21.776,36.6233,19.7964,36.6233,5.9389,26.7251,35.6335,26.7251,7.9186,15.8371,8.9084,12.8676,12.8676,17.8167,21.776,37.6131,1.9796,10.888,0.0031,0.004,0.0031
Seq_1881,5.0176,5.0176,4.0141,5.0176,4.0141,8.0281,1.0035,9.0317,6.0211,12.0422,1.0035,3.0106,5.0176,12.0422,5.0176,4.0141,7.0246,8.0281,0.0,2.007,-0.0026,-0.0051,0.0043
Seq_1882,14.9194,6.9624,5.9678,11.9355,6.9624,9.9463,0.9946,7.957,5.9678,9.9463,2.9839,1.9893,8.9517,7.957,9.9463,10.9409,5.9678,8.9517,0.9946,4.9731,0.0003,0.002,0.003
Seq_1883,14.7026,10.7819,5.8811,13.7225,3.9207,13.7225,2.9405,4.9009,14.7026,7.8414,7.8414,11.7621,16.663,11.7621,11.7621,24.5044,13.7225,12.7423,0.0,4.9009,0.0045,0.005,0.0103
Seq_1884,51.7106,6.961,18.8942,22.872,6.961,35.7996,19.8887,17.8998,22.872,43.7551,6.961,20.8831,29.833,26.8497,30.8274,55.6883,19.8887,29.833,15.9109,11.9332,-0.0023,-0.0002,0.0081
Seq_1885,107.4569,14.7876,72.9524,157.7349,52.2497,91.6834,31.547,81.825,138.0181,165.6217,34.5045,60.1364,111.4003,131.1171,94.6409,114.3578,83.7967,94.6409,29.5753,28.5895,0.0043,0.0068,0.0031
Seq_1886,48.4956,7.9177,19.7941,28.7015,15.8353,33.65,22.7632,21.7735,22.7632,47.5059,11.8765,10.8868,57.403,24.7427,19.7941,53.4441,29.6912,30.6809,4.9485,16.825,0.0015,0.0025,0.0063
Seq_1887,35.8637,8.9659,21.9167,29.8864,18.928,39.8485,28.8902,30.8826,22.9129,47.8182,16.9356,49.8106,62.7614,59.7728,35.8637,77.7046,49.8106,33.8712,2.9886,14.9432,-0.0018,0.0007,0.0049
Seq_1888,19.0081,0.0,15.0064,14.006,8.0034,11.0047,8.0034,14.006,9.0039,18.0077,6.0026,3.0013,7.003,14.006,16.0069,14.006,10.0043,12.0051,1.0004,8.0034,0.0012,-0.0008,-0.0009
Seq_1889,40.8079,3.9813,24.8829,18.911,17.9157,28.8641,5.9719,18.911,19.9063,29.8594,10.9485,19.9063,14.9297,10.9485,15.925,19.9063,11.9438,27.8688,4.9766,12.9391,-0.0011,-0.0015,0.0074
Seq_1890,136.017,31.0039,85.0106,134.0167,74.0092,69.0086,35.0044,98.0122,96.012,184.023,41.0051,93.0116,70.0087,95.0119,82.0102,83.0104,66.0082,116.0145,18.0022,69.0086,-0.0009,0.0005,0.0003
Seq_1891,135.9968,29.9993,83.998,133.9968,73.9982,68.9984,34.9992,97.9977,96.9977,183.9956,40.999,91.9978,70.9983,94.9977,80.9981,83.998,65.9984,115.9972,18.9995,68.9984,-0.0008,0.0006,0.0002
Seq_1892,135.016,31.0037,85.0101,134.0159,74.0088,69.0082,35.0041,98.0116,96.0114,184.0218,41.0048,93.011,71.0084,95.0112,82.0097,83.0098,66.0078,116.0137,18.0021,69.0082,-0.0009,0.0005,0.0003
Seq_1893,24.0262,4.0044,9.0098,29.0316,14.0153,10.0109,2.0022,10.0109,17.0186,22.024,3.0033,10.0109,10.0109,12.0131,9.0098,9.0098,7.0076,11.012,4.0044,8.0087,-0.0064,0.0015,0.0039
Seq_1894,38.8036,18.9043,19.8993,16.9144,12.9345,43.7785,7.9597,15.9194,9.9497,39.7986,4.9748,9.9497,21.8892,19.8993,28.854,29.849,20.8943,33.8288,9.9497,9.9497,-0.002,-0.0012,0.0083
Seq_1895,13.8722,8.9178,5.9452,8.9178,5.9452,8.9178,0.9909,7.927,8.9178,8.9178,4.9544,2.9726,9.9087,10.8996,5.9452,7.927,7.927,7.927,0.9909,5.9452,0.0036,0.0035,0.002
Seq_1896,20.9903,0.0,6.9968,14.9931,5.9972,12.994,4.9977,2.9986,6.9968,10.9949,2.9986,5.9972,2.9986,4.9977,6.9968,6.9968,9.9954,2.9986,0.9995,6.9968,0.0012,-0.0006,-0.0001
Seq_1897,59.4205,17.1212,54.3848,60.4276,42.2993,45.3207,18.1283,48.3421,48.3421,84.5986,25.1782,43.3064,32.2281,28.1995,47.335,67.4775,44.3136,52.3706,18.1283,31.2209,-0.0064,-0.0018,0.0011
Seq_1898,61.5786,0.9932,38.7349,53.633,5.9592,45.6874,7.9456,45.6874,53.633,46.6806,20.8573,14.8981,17.8777,16.8845,18.8709,11.9184,24.8301,50.6534,0.0,6.9524,-0.0014,0.002,0.0062
Seq_1899,32.1207,1.0038,16.0604,28.1056,14.0528,29.1094,5.0189,29.1094,13.049,25.0943,8.0302,8.0302,18.0679,14.0528,18.0679,13.049,15.0566,30.1132,1.0038,8.0302,-0.0039,-0.0036,0.0037
Seq_1900,172.3762,21.7947,105.0108,268.4709,48.5427,69.3467,27.7387,79.2534,205.0682,222.9002,49.5334,78.2627,33.6827,152.5628,121.8521,80.2441,78.2627,83.2161,9.9067,33.6827,0.0009,0.0078,0.0006
Seq_1901,38.4649,1.9726,22.6844,15.7805,10.8491,26.6295,10.8491,20.7119,10.8491,25.6433,7.8902,1.9726,12.8216,8.8765,19.7256,17.753,19.7256,22.6844,3.9451,2.9588,0.0016,0.0003,0.0118
Seq_1902,42.4401,7.8958,51.3229,87.8412,23.6875,53.2969,21.7135,24.6745,53.2969,61.1927,11.8438,26.6484,41.4531,35.5313,37.5052,45.401,37.5052,52.3099,13.8177,18.7526,0.0034,0.0069,0.0027
Seq_1903,25.0297,1.0012,20.0238,27.0321,6.0071,19.0226,18.0214,23.0273,13.0154,26.0309,12.0143,6.0071,23.0273,13.0154,28.0333,8.0095,19.0226,28.0333,3.0036,8.0095,-0.004,-0.0009,0.0038
Seq_1904,10.8953,3.9619,0.9905,5.9429,1.981,6.9334,1.981,6.9334,18.8192,4.9524,0.9905,3.9619,3.9619,5.9429,12.8763,6.9334,8.9144,9.9048,0.0,2.9715,0.0021,0.0068,0.0006
Seq_1905,53.8162,21.9251,73.7481,88.6971,52.8196,75.7413,33.8843,59.7958,66.772,112.6154,21.9251,76.7379,80.7243,61.789,79.7277,143.5099,88.6971,59.7958,18.9353,42.8536,0.0002,0.0008,0.0024
Seq_1906,184.5381,38.9026,134.663,94.7628,77.8053,151.6205,64.8377,94.7628,89.7753,175.5606,66.8327,63.8402,140.648,87.7803,107.7304,158.6031,149.6255,144.638,24.9376,51.8702,-0.0004,-0.0011,0.004
Seq_1907,20.7431,0.0,8.8899,16.792,0.9878,10.8654,4.9388,4.9388,4.9388,12.8409,2.9633,3.9511,4.9388,2.9633,8.8899,7.9021,9.8777,5.9266,2.9633,1.9755,0.0009,0.0009,0.0105
Seq_1908,18.9249,1.9921,9.9605,15.9368,7.9684,15.9368,4.9802,9.9605,8.9644,15.9368,3.9842,15.9368,5.9763,6.9723,8.9644,13.9447,14.9407,14.9407,0.996,9.9605,0.0007,-0.0025,0.0058
Seq_1909,45.2595,2.0115,28.1615,23.1327,7.0404,32.1846,8.0461,15.0865,13.075,40.2307,18.1038,7.0404,24.1384,11.0634,17.0981,11.0634,17.0981,27.1557,11.0634,11.0634,-0.0033,-0.0051,0.0027
Seq_1910,24.0332,5.0069,20.0277,35.0484,13.018,22.0304,11.0152,16.0221,28.0387,31.0429,10.0138,14.0194,18.0249,9.0124,15.0207,15.0207,18.0249,29.0401,4.0055,15.0207,-0.0016,0.0004,-0.0002
Seq_1911,25.7713,9.912,32.7097,47.5777,19.824,36.6745,13.8768,22.7976,39.6481,30.7273,15.8592,21.8064,20.8152,14.868,21.8064,26.7625,19.824,26.7625,1.9824,27.7537,-0.0021,0.0058,0.005
Seq_1912,56.0912,2.0033,48.0782,38.0619,23.0375,68.1108,31.0505,32.0521,36.0586,75.1222,8.013,47.0766,33.0538,36.0586,52.0847,52.0847,34.0554,39.0635,10.0163,38.0619,-0.0027,-0.0023,0.0034
Seq_1913,3.9836,1.9918,4.9795,8.963,2.9877,2.9877,0.9959,6.9713,8.963,5.9754,0.9959,6.9713,3.9836,3.9836,3.9836,4.9795,1.9918,4.9795,1.9918,6.9713,0.0015,-0.0007,0.0032
Seq_1914,93.9592,13.8466,41.5398,64.2879,11.8685,56.3755,16.8137,16.8137,26.7042,80.1126,15.8247,18.7918,72.2002,40.5508,58.3536,79.1235,50.4412,63.2988,4.9452,15.8247,-0.0006,0.0024,0.0091
Seq_1915,25.8317,0.9935,24.8382,28.8123,12.9158,21.8576,2.9806,17.8835,21.8576,37.754,7.9482,5.9612,4.9676,11.9223,18.877,20.8641,22.8511,15.8964,0.9935,11.9223,0.0,0.0049,0.0015
Seq_1916,16.899,5.9644,12.9228,19.8812,8.9465,13.9168,0.9941,21.8693,13.9168,21.8693,8.9465,4.9703,11.9287,6.9584,18.8871,10.9346,11.9287,20.8752,0.9941,8.9465,-0.003,0.0039,0.0051
Seq_1917,45.702,1.987,19.8704,12.9158,15.8964,22.851,3.9741,16.8899,10.9287,31.7927,5.9611,29.8057,18.8769,28.8121,14.9028,17.8834,34.7733,32.7862,2.9806,22.851,0.0018,-0.0026,0.0073
Seq_1918,13.7859,3.9388,10.8318,5.9082,5.9082,19.6941,3.9388,7.8776,9.8471,13.7859,3.9388,5.9082,11.8165,4.9235,4.9235,8.8624,14.7706,16.74,3.9388,5.9082,0.0016,0.0031,0.0106
Seq_1919,14.0492,2.007,21.0738,31.1089,7.0246,18.0632,5.0176,13.0457,10.0351,18.0632,10.0351,6.0211,13.0457,9.0316,24.0843,10.0351,10.0351,16.0562,0.0,12.0422,-0.0065,0.0023,0.0007
Seq_1920,43.1403,4.0131,28.0914,22.0718,29.0946,37.1207,18.0587,12.0392,14.0457,55.1795,5.0163,9.0294,48.1566,20.0653,39.1273,25.0816,25.0816,31.1012,14.0457,14.0457,-0.0046,-0.0027,0.004
Seq_1921,82.3753,19.8495,50.6162,58.556,34.7366,91.3076,22.8269,28.7817,23.8194,130.0141,12.9022,36.7215,75.428,61.5334,53.5936,74.4356,36.7215,89.3227,19.8495,27.7893,0.0018,0.0023,0.0034
Seq_1922,25.4253,7.8232,1.9558,0.0,0.0,9.779,0.9779,4.8895,3.9116,9.779,0.9779,4.8895,4.8895,1.9558,6.8453,11.7347,5.8674,9.779,0.0,1.9558,0.0002,0.0,0.0219
Seq_1923,13.9704,7.9831,4.9894,0.9979,0.0,8.981,1.9958,5.9873,3.9915,10.9768,3.9915,9.9789,6.9852,5.9873,5.9873,7.9831,3.9915,8.981,0.0,2.9937,-0.006,-0.0,0.0082
Seq_1924,178.3464,22.916,70.7408,145.4669,55.7955,157.4231,44.8357,97.6422,71.7371,183.3282,26.9014,81.7006,173.3647,87.6787,128.529,187.3136,172.3683,177.3501,41.8466,79.7079,-0.0027,-0.0012,0.0075
Seq_1925,58.6361,9.9383,29.815,27.8273,11.926,50.6855,13.9137,16.8952,15.9013,89.445,16.8952,14.9075,31.8027,27.8273,33.7903,35.778,21.8643,39.7533,4.9692,8.9445,-0.0002,-0.0003,0.0066
Seq_1926,66.1233,1.0019,27.0505,22.0411,25.0467,28.0523,6.0112,22.0411,37.0691,40.0748,11.0206,25.0467,31.0579,27.0505,14.0262,30.0561,36.0673,32.0598,11.0206,21.0392,-0.0011,-0.0017,0.0009
Seq_1927,41.8832,6.9805,16.9527,19.9444,10.9694,30.9138,5.9833,3.9889,2.9917,40.886,3.9889,3.9889,16.9527,5.9833,30.9138,13.9611,11.9666,18.9472,1.9944,4.9861,-0.0041,-0.0002,0.0071
Seq_1928,70.637,3.9795,36.8108,26.862,20.8926,45.7648,21.8875,24.8722,22.8824,55.7137,14.9233,14.9233,25.8671,14.9233,32.8313,26.862,28.8517,38.8006,8.954,8.954,0.0012,0.0011,0.0028
Seq_1929,52.8338,2.9906,30.9028,35.8871,13.9561,40.8715,7.9749,25.9185,19.9373,26.9154,21.931,18.9404,15.9498,11.9624,18.9404,12.9592,18.9404,45.8558,1.9937,16.9467,-0.0009,-0.0012,0.0052
Seq_1930,60.6467,4.971,33.8031,59.6525,25.8494,32.8089,15.9073,35.7915,43.7452,82.5193,18.89,17.8957,26.8436,31.8147,52.693,51.6988,34.7973,40.7625,6.9595,21.8726,-0.0005,0.0034,0.0029
Seq_1931,13.0104,0.0,11.0088,20.016,1.0008,12.0096,2.0016,8.0064,8.0064,19.0152,5.004,1.0008,5.004,6.0048,13.0104,13.0104,4.0032,13.0104,0.0,2.0016,-0.006,0.0012,0.004
Seq_1932,24.1112,11.051,28.1298,8.0371,17.0788,33.153,3.0139,24.1112,16.0742,36.1669,11.051,17.0788,19.0881,10.0464,22.102,31.1437,32.1483,31.1437,5.0232,13.0603,-0.0047,-0.0056,0.0056
Seq_1933,50.6938,4.97,38.7659,8.946,26.8379,38.7659,17.8919,25.8439,7.952,42.7418,4.97,25.8439,39.7599,18.8859,15.9039,42.7418,38.7659,40.7539,6.958,15.9039,-0.0029,-0.003,0.0119
Seq_1934,29.6213,3.9495,12.8359,13.8233,7.899,25.6718,4.9369,24.6844,16.7854,16.7854,6.9116,12.8359,7.899,13.8233,7.899,19.7475,18.7601,21.7223,0.0,6.9116,0.0018,0.0024,0.0084
Seq_1935,41.0794,2.9342,25.4301,19.5616,6.8466,42.0575,8.8027,5.8685,2.9342,32.2767,5.8685,5.8685,14.6712,4.8904,40.1013,21.5178,14.6712,44.0137,3.9123,2.9342,0.0066,0.0075,0.0078
Seq_1936,7.9971,6.9975,15.9942,22.9917,16.9939,26.9903,0.0,19.9928,31.9885,23.9913,5.9978,13.9949,18.9931,12.9953,12.9953,11.9957,12.9953,14.9946,3.9986,19.9928,-0.0018,0.0045,-0.0024
Seq_1937,7.0083,7.0083,13.0155,26.0309,17.0202,27.0321,1.0012,17.0202,30.0357,24.0285,7.0083,12.0143,19.0226,12.0143,15.0178,14.0167,13.0155,17.0202,4.0048,21.025,-0.0022,0.0041,-0.0032
Seq_1938,15.6308,9.7692,1.9538,0.9769,0.9769,10.7462,0.0,5.8615,7.8154,9.7692,3.9077,7.8154,7.8154,1.9538,1.9538,6.8385,10.7462,8.7923,0.0,1.9538,0.0014,-0.0015,0.0231
Seq_1939,8.005,1.0006,17.0107,12.0076,9.0057,12.0076,3.0019,23.0145,18.0113,30.0189,1.0006,12.0076,7.0044,17.0107,8.005,16.0101,16.0101,4.0025,4.0025,6.0038,0.0012,-0.0006,-0.0013
Seq_1940,37.7086,5.954,29.7699,36.7163,28.7776,42.6702,17.862,25.8006,26.7929,64.5015,11.908,27.7853,36.7163,31.7546,35.7239,41.6779,37.7086,50.6089,18.8543,36.7163,0.0023,0.001,0.0043
Seq_1941,36.8964,1.9944,17.9496,14.958,11.9664,27.9216,3.9888,21.9384,22.9356,21.9384,8.9748,18.9468,17.9496,18.9468,8.9748,18.9468,16.9524,30.9132,3.9888,11.9664,0.0006,-0.0008,0.0029
Seq_1942,22.6529,1.9698,20.683,20.683,8.8642,22.6529,0.9849,21.668,16.7434,27.5774,5.9094,8.8642,7.8793,5.9094,19.6981,13.7887,13.7887,20.683,0.0,4.9245,0.0036,0.0069,0.0045
Seq_1943,20.711,0.0,9.8624,12.8211,6.9037,11.8348,0.9862,11.8348,11.8348,20.711,4.9312,11.8348,4.9312,16.766,14.7936,5.9174,8.8761,15.7798,1.9725,1.9725,0.0027,0.003,0.008
Seq_1944,5.9692,2.9846,11.9384,17.9075,11.9384,15.9178,0.9949,11.9384,18.9024,17.9075,3.9795,10.9435,7.9589,4.9743,12.9332,8.9538,7.9589,10.9435,0.0,9.9486,-0.001,0.0044,0.0018
Seq_1945,7.9268,4.9542,5.9451,11.8902,1.9817,1.9817,0.9908,3.9634,2.9725,0.0,2.9725,0.0,2.9725,2.9725,0.9908,1.9817,0.9908,5.9451,0.9908,1.9817,-0.0001,0.0067,0.0025
Seq_1946,30.735,1.9829,18.8376,14.8718,8.9231,23.7948,4.9573,20.8205,10.906,27.7606,6.9402,6.9402,14.8718,16.8547,17.8461,15.8632,15.8632,15.8632,3.9658,15.8632,0.0044,0.0031,0.0011
Seq_1947,39.0954,0.0,32.0783,21.0514,19.0465,30.0734,5.0122,12.0294,18.0441,59.1444,9.022,12.0294,31.0759,20.0489,30.0734,26.0636,15.0367,32.0783,16.0392,16.0392,-0.0016,-0.0004,-0.0004
Seq_1948,94.0658,25.0175,114.0798,90.063,99.0693,115.0805,42.0294,117.0819,69.0483,133.0931,41.0287,118.0826,100.07,85.0595,87.0609,105.0735,146.1022,108.0756,47.0329,92.0644,0.0007,-0.0008,-0.0006
Seq_1949,36.1084,2.006,22.0663,28.0843,16.0482,26.0783,11.0331,29.0873,19.0572,21.0632,11.0331,7.0211,13.0391,16.0482,17.0512,19.0572,14.0422,19.0572,4.012,8.0241,-0.0027,-0.0,-0.0003
Seq_1950,26.7161,0.9895,14.8423,19.7897,5.9369,12.8633,7.9159,6.9264,7.9159,21.7687,12.8633,1.979,7.9159,6.9264,21.7687,5.9369,14.8423,14.8423,0.9895,2.9685,0.0024,0.0054,0.0027
Seq_1951,115.8079,34.6434,60.3785,81.1645,54.4396,101.9506,25.7351,54.4396,44.5415,142.5328,24.7453,80.1747,111.8487,44.5415,83.1441,109.8691,91.0626,105.9098,20.786,63.3479,0.0024,0.0024,0.0054
Seq_1952,19.1044,2.011,9.0495,14.077,4.022,15.0825,3.0165,6.033,12.066,21.1154,3.0165,0.0,6.033,2.011,18.099,9.0495,7.0385,19.1044,3.0165,6.033,-0.0044,-0.0017,0.0005
Seq_1953,9.95,8.955,5.97,9.95,6.965,17.9101,3.98,1.99,14.925,16.9151,3.98,2.985,11.94,4.975,10.945,18.9051,9.95,5.97,1.99,4.975,-0.0014,0.0041,0.0023
Seq_1954,52.066,27.5066,14.7357,23.5771,27.5066,43.2246,14.7357,25.5418,17.6828,59.9251,13.7533,10.8062,48.1365,14.7357,32.4185,39.2951,31.4361,41.2599,13.7533,22.5947,0.005,0.004,0.0086
Seq_1955,48.3908,4.9378,21.7265,20.7389,16.7886,25.6767,12.8384,9.8757,10.8632,39.5027,8.8881,6.913,26.6643,3.9503,25.6767,10.8632,32.5897,19.7513,2.9627,9.8757,0.0029,0.003,0.0066
Seq_1956,27.7256,1.9804,11.8824,14.853,8.9118,7.9216,3.9608,9.902,7.9216,19.804,9.902,3.9608,3.9608,7.9216,15.8432,9.902,11.8824,4.951,2.9706,4.951,0.0048,0.0057,-0.0007
Seq_1957,29.6086,32.5694,10.8565,23.6869,16.7782,36.5172,11.8434,17.7651,19.739,25.6608,6.9087,15.7912,29.6086,18.7521,17.7651,16.7782,13.8173,15.7912,5.9217,7.8956,0.004,0.0039,0.0051
Seq_1958,3.9712,0.0,1.9856,1.9856,2.9784,6.9496,0.0,4.964,1.9856,11.9136,2.9784,2.9784,2.9784,0.0,2.9784,2.9784,3.9712,4.964,2.9784,1.9856,0.0134,0.0019,-0.0081
Seq_1959,74.8531,2.9941,34.9315,34.9315,20.9589,49.9021,14.9706,17.9648,6.9863,62.8766,10.9785,10.9785,32.9354,6.9863,49.9021,32.9354,32.9354,36.9275,12.9745,17.9648,-0.0031,-0.0019,0.0069
Seq_1960,37.3783,2.9509,23.6073,16.7219,10.82,35.411,3.9346,16.7219,19.6728,28.5255,8.8527,7.8691,11.8037,4.9182,10.82,15.7382,12.7873,36.3946,1.9673,7.8691,0.0039,0.0019,0.0105
Seq_1961,68.8152,3.9893,48.8688,34.9063,35.9036,61.834,7.9786,16.9545,39.8929,45.8768,11.9679,42.8848,36.9009,32.9116,32.9116,53.8554,57.8447,59.8393,8.9759,41.8875,-0.0012,0.0005,0.0033
Seq_1962,13.9819,11.9845,13.9819,6.991,3.9948,21.9716,6.991,6.991,15.9793,28.9625,6.991,9.9871,14.9806,10.9858,11.9845,19.9741,18.9754,17.9767,4.9935,3.9948,-0.0021,-0.0007,0.0041
Seq_1963,9.0475,5.0264,10.0528,2.0106,6.0317,14.0739,2.0106,5.0264,8.0422,13.0686,4.0211,0.0,7.0369,6.0317,9.0475,9.0475,3.0158,11.058,2.0106,6.0317,-0.0043,-0.0008,-0.0002
Seq_1964,11.7838,3.9279,15.7117,15.7117,8.8379,10.8018,6.8739,6.8739,5.8919,24.5496,2.946,2.946,12.7658,6.8739,22.5856,6.8739,7.8559,15.7117,3.9279,3.9279,0.0093,0.0045,0.0042
Seq_1965,6.0536,2.0179,5.0446,6.0536,5.0446,3.0268,5.0446,7.0625,9.0803,8.0714,6.0536,4.0357,9.0803,5.0446,4.0357,8.0714,10.0893,9.0803,2.0179,6.0536,-0.0021,0.0012,-0.008
Seq_1966,13.771,5.9018,6.8855,12.7873,8.8528,18.6892,3.9346,21.6401,19.6728,12.7873,4.9182,12.7873,4.9182,1.9673,2.9509,12.7873,3.9346,16.7219,0.0,5.9018,0.0049,0.0029,0.0086
Seq_1967,24.5703,1.9656,14.7422,16.7078,10.8109,21.6219,2.9484,14.7422,20.6391,18.6735,0.9828,11.7938,6.8797,6.8797,7.8625,15.725,11.7938,25.5531,2.9484,5.8969,0.0027,0.0045,0.01
Seq_1968,17.7643,0.9869,3.9476,6.9083,3.9476,7.8953,1.9738,7.8953,12.8298,11.8429,1.9738,0.9869,5.9214,7.8953,17.7643,4.9345,10.856,4.9345,0.0,2.9607,0.0008,0.0028,0.0095
Seq_1969,30.6921,8.9106,32.6723,27.7219,20.7914,35.6425,11.8808,34.6524,29.7021,52.4737,5.9404,24.7517,37.6226,19.8014,21.7815,40.5928,38.6127,40.5928,8.9106,19.8014,0.0023,0.002,0.0056
Seq_1970,33.1307,8.0317,31.1228,33.1307,25.099,39.1545,9.0357,30.1188,28.1109,35.1387,12.0475,23.0911,34.1347,13.0515,17.0673,27.107,25.099,20.0792,8.0317,23.0911,-0.0044,-0.0044,0.0048
Seq_1971,37.6171,5.9395,16.8287,22.7682,12.869,32.6675,6.9295,3.9597,8.9093,41.5768,6.9295,4.9496,19.7985,7.9194,22.7682,17.8186,15.8388,31.6775,0.9899,5.9395,-0.003,0.0008,0.0123
Seq_1972,25.0255,3.0031,21.0214,23.0234,8.0082,24.0245,7.0071,30.0306,27.0275,26.0265,5.0051,14.0143,14.0143,3.0031,14.0143,15.0153,27.0275,36.0367,2.002,9.0092,-0.0018,-0.0024,0.0031
Seq_1973,9.9892,3.9957,3.9957,9.9892,3.9957,9.9892,2.9968,6.9924,10.9881,6.9924,0.9989,5.9935,5.9935,0.0,7.9914,3.9957,6.9924,15.9827,1.9978,4.9946,-0.0034,0.0026,0.0019
Seq_1974,32.5397,7.8884,26.6234,12.8187,16.7629,27.6094,3.9442,12.8187,5.9163,36.4839,3.9442,8.8745,23.6652,13.8047,34.5118,30.5676,16.7629,33.5257,0.9861,3.9442,0.003,0.0013,0.0097
Seq_1975,42.3652,8.0696,34.2957,45.3913,22.1913,17.1478,14.1217,41.3565,33.287,57.4956,12.1043,24.2087,17.1478,20.1739,24.2087,38.3304,33.287,32.2783,8.0696,27.2348,-0.0055,-0.0028,-0.0004
Seq_1976,97.5159,15.7601,42.3554,72.8907,25.6102,64.0256,29.5503,32.5053,56.1455,109.336,8.8651,25.6102,50.2355,56.1455,77.8157,77.8157,51.2205,65.9956,2.955,15.7601,0.0037,0.0042,0.0071
Seq_1977,12.9305,3.9786,19.8931,17.9038,12.9305,18.8984,9.9465,13.9252,14.9198,21.8824,5.9679,7.9572,13.9252,11.9359,21.8824,17.9038,15.9145,23.8717,0.9947,7.9572,0.0031,0.0003,0.002
Seq_1978,4.0045,0.0,6.0068,7.0079,2.0023,4.0045,1.0011,6.0068,9.0102,6.0068,4.0045,2.0023,1.0011,0.0,3.0034,6.0068,6.0068,14.0158,0.0,2.0023,-0.0022,0.0013,-0.0002
Seq_1979,26.9398,4.9888,18.9576,26.9398,7.9822,27.9375,11.9732,11.9732,23.9465,28.9353,7.9822,8.9799,14.9665,7.9822,18.9576,11.9732,15.9643,25.942,7.9822,6.9844,-0.0024,0.0018,0.0028
Seq_1980,13.8621,3.9606,16.8325,14.8522,11.8818,9.9015,4.9507,8.9113,22.7734,22.7734,10.8916,11.8818,20.7931,5.9409,11.8818,20.7931,10.8916,19.8029,0.9901,1.9803,0.0015,0.0009,0.0074
Seq_1981,16.9699,3.9929,19.9646,11.9788,12.977,11.9788,1.9965,12.977,12.977,10.9805,5.9894,8.9841,4.9911,13.9752,10.9805,16.9699,15.9717,12.977,2.9947,8.9841,-0.0008,-0.002,0.0046
Seq_1982,36.0214,17.0101,32.019,59.0351,25.0149,38.0226,11.0065,32.019,41.0244,69.041,6.0036,31.0184,22.0131,25.0149,47.0279,61.0363,28.0166,39.0232,16.0095,16.0095,-0.0023,-0.0007,0.0024
Seq_1983,10.9626,0.9966,6.9762,23.9184,1.9932,6.9762,3.9864,12.9558,19.932,24.915,9.966,1.9932,7.9728,13.9524,18.9354,15.9456,13.9524,9.966,3.9864,3.9864,-0.0009,0.0067,-0.0025
Seq_1984,30.7017,15.846,19.8075,20.7979,7.923,27.7305,7.923,20.7979,20.7979,27.7305,7.923,13.8653,16.8364,8.9134,19.8075,16.8364,15.846,38.6247,0.0,9.9038,0.0002,0.0007,0.0087
Seq_1985,36.8329,0.0,24.8871,34.8419,16.9232,25.8826,7.9639,30.86,34.8419,60.7244,12.9413,12.9413,10.9503,19.9097,20.9051,47.7832,27.8735,28.869,2.9864,6.9684,-0.0001,0.0024,0.0022
Seq_1986,34.4745,8.8649,30.5345,56.1441,22.6547,24.6246,9.8498,27.5796,53.1892,65.009,17.7297,19.6997,19.6997,45.3093,26.5946,40.3844,29.5495,31.5195,3.9399,15.7598,0.0053,0.0081,0.0017
Seq_1987,96.3006,59.5674,77.4376,145.9401,75.452,85.3799,61.553,88.3583,90.3438,187.6372,56.589,55.5962,86.3727,94.315,90.3438,127.0771,86.3727,102.2573,21.8414,53.6106,0.0021,0.0032,0.0019
Seq_1988,32.0124,2.0008,24.0093,26.0101,14.0054,26.0101,10.0039,16.0062,21.0081,31.012,8.0031,15.0058,16.0062,14.0054,21.0081,25.0097,20.0077,28.0108,6.0023,18.007,-0.001,-0.0003,0.0009
Seq_1989,72.5303,34.7748,51.6654,105.318,49.6783,58.6204,23.8456,40.7362,69.5496,70.5432,22.852,33.7812,59.6139,44.7105,62.5946,84.4531,53.6526,68.556,13.9099,35.7684,-0.0006,0.0038,0.0033
Seq_1990,42.5398,0.0,46.497,93.9833,32.6468,23.7431,3.9572,48.4756,76.1759,65.2937,12.8609,25.7217,26.711,21.7646,26.711,48.4756,39.5719,41.5505,4.9465,19.786,0.0005,0.0088,0.0014
Seq_1991,60.5924,7.9465,27.8129,25.8263,8.9399,44.6993,6.9532,20.8597,18.873,32.7795,7.9465,9.9332,15.8931,11.9198,21.853,14.8998,15.8931,44.6993,3.9733,9.9332,-0.0034,-0.0028,0.0129
Seq_1992,26.6317,5.9182,6.9045,8.8772,12.8227,17.7545,4.9318,4.9318,12.8227,16.7681,3.9454,11.8363,7.8909,4.9318,6.9045,23.6727,12.8227,22.6863,0.9864,4.9318,0.0026,-0.002,0.013000000000000001
Seq_1993,51.5046,7.9238,37.638,9.9047,29.7142,46.5522,16.838,40.6094,2.9714,39.6189,3.9619,35.657,39.6189,27.7332,15.8476,34.6665,42.5903,35.657,8.9143,12.8761,-0.0014,-0.0014,0.0124
